日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20240101,3075.8,2532.8,390,15.21,302.784,218.531,0,0,0,0,94.8,94.5,75.9,0,76.1,46.7,42,44,0,0,0,44.2,45.6,43,43.7,0,0,0,0,0,75.8,0,55.4,43.1,42.8,0,93.6,377.5,334.4,200.2,114.1,22.3,40.6,0,0,44.3,0,0,44.5,28.1,0,9,3.3,4.1,2,2,0.9,3.9,1.8,1,29.3,76.9,4.9,1.6,1.4,3.9,0,18.8,176.2,0
20240102,3280,2870.3,451.7,17.08,341.879,246.747,0,0,0,0,95,94.4,75.8,0,76.1,50,50.4,47.8,0,0,0,47.7,48.4,49.3,50.4,0,0,0,0,0,75.9,0,61.1,56.4,56.3,0,110.5,437.2,322.7,206.4,109.4,22.3,86.8,0,46.7,44.3,48.5,108.4,92.2,27.8,3.8,9.3,3,1.8,1.6,1.5,0.6,3.9,2,1.1,33.5,52.6,5.9,1.6,3.1,3.9,0,20.7,80.7,0
20240103,3420.8,2899.6,560.1,18.99,354.601,255.928,0,0,0,0,94.8,94.4,75.7,0,75.9,37.5,37.5,38.1,0,0,0,38,38.7,37.6,38.5,0,0,0,0,0,76.1,0,51.4,47.7,47.8,0,100.8,422.3,322,155.9,78.5,22.3,40.1,39,47.3,41.2,0,68.2,24.9,27.9,0,6.6,0.7,3.1,1.9,1.8,0.8,0,2.6,0.5,0,0,0.6,1.6,0,0,0,9,179.8,476.2
20240104,3359.6,2933.7,530.3,17.91,357.191,257.797,0,0,0,0,94.8,94.5,75.8,0,76.2,51.1,50.3,50,0,0,0,48.9,49.6,48.1,48.3,0,0,0,0,0,76,0,60.8,50.5,50.7,0,110.5,433.7,330.5,200.8,101.2,22.1,88.6,48.8,47.1,51.3,45.8,119.4,93,28.1,0,9,4.3,5.4,2.9,2.8,1.4,3.9,1.8,1,30,59.7,4.9,1.6,2.5,4,0,20.4,89.1,0
20240105,3393,2894.6,380.4,12.64,355.554,256.617,0,0,0,0,94.9,94.4,75.7,0,76.3,44.7,44.9,41,0,0,0,41.3,41.6,42.6,41.2,0,0,0,0,0,76.1,0,60.9,47.6,47.6,0,109.6,436,332.5,198.2,102.7,22.1,92,48.8,46.8,53.1,54.8,119.4,97.6,28.2,0,8.2,3.6,4.6,3,2.8,1.5,3.9,1.1,0.4,16.2,43.2,0.5,1.6,0,1.8,0,18.3,8.2,125.5
20240106,3151.7,2667.9,429,14.59,329.769,238.007,0,0,0,0,94.8,94.4,75.8,0,76.3,42.2,42.7,42.3,0,0,0,43.3,42.4,42.8,45.5,0,0,0,0,0,76,0,57,50.4,45.7,0,89.6,346.4,328.9,203.9,100.5,22.1,41.4,43.7,0,44.7,45.4,108.6,46.2,27.7,0,8.2,3.9,4.6,2.9,2.8,1.5,3.2,1.5,0.9,44,59,5.4,1.6,3,3.9,0,19.6,140.2,0
20240107,3154.6,2601.3,476.4,17.16,312.634,225.64,0,0,0,0,94.9,94.4,75.9,0,76.3,39.9,40.7,39.9,0,0,0,48.2,41.7,48.6,48.2,0,0,0,0,0,76,0,61,39.1,38.7,0,92.3,373.2,328.8,193.7,102.8,22.2,39.6,49.3,0,45.2,0,0,89.2,28.1,0,8.2,4.3,3.2,2.1,2,1.1,2,2.6,0.6,30,78.4,0.5,1.6,1,3.9,0,19.9,178.1,0
20240108,3406.3,2896.7,341.3,12.92,347.255,250.627,0,0,0,0,94.8,94.5,75.8,0,76.2,41,41.5,42.3,0,0,0,38.1,54.9,43.4,43.1,0,0,0,0,0,76,0,46,46.3,46.7,0,110.5,435.5,320,191.4,97.1,22.1,81.8,42.8,47,44.3,45.3,119.2,90.1,28,0,8.4,3.1,6.4,1.7,1.9,1,3.9,0.9,0.7,30.1,63.3,2.9,1.6,4.8,4,0,19.5,163.3,0
20240109,3359.8,2945.3,374.5,12.69,358.707,258.891,0,0,0,0,94.8,94.5,75.7,0,76.2,31.4,33,33,0,0,0,37.5,54.9,37.9,49.7,0,0,0,0,0,76,0,61,45.8,46.2,0,83.1,435.7,317.3,204.1,106,22.1,87.3,43,46.9,47.5,53.2,119.3,94.3,27.9,0,8.1,3.1,2.4,2,1.9,0.8,3.9,1.9,1,18.8,47.6,0.5,1.6,0,0.7,0,12.9,137.4,123.4
20240110,3338.4,2881.5,347.3,11.63,355.406,256.51,0,0,0,0,94.8,94.5,75.7,0,76.1,46.7,42.7,43.7,0,0,0,43.1,54.8,42.8,43.1,0,0,0,0,0,76,0,60.9,42.8,42.6,0,83.5,414.1,320.2,174.2,114,22.1,88.8,48.6,47.4,53.3,55.1,98.8,98.1,28,0,8.3,3.1,3.1,1.9,1.9,0.8,3.9,2,1,35.2,62.4,2.9,1.4,2.5,3.9,0,17.4,168.3,0
20240111,3404.9,2906.6,370.6,12.57,356.825,257.533,0,0,0,0,94.7,94.5,75.7,0,76.1,36.9,37.8,39.9,0,0,0,35.6,36.7,42.7,43.5,0,0,0,0,0,76,0,60.8,37.8,42.6,0,84.7,490.2,320.7,199.6,83.8,22.1,92,48.8,47.4,53.5,55.4,119.4,100.7,27.9,0,8.7,3.1,1.1,1.9,1.9,0.8,3.9,2.4,1.2,44.2,62.9,2.9,1.4,2,4,0,18.9,134.3,0
20240112,3643.9,2876.6,242.2,8.11,356.795,257.512,0,0,0,0,94.7,94.5,75.9,0,76,49.1,33,34.2,0,0,0,33.1,33.6,32.8,33.4,0,0,0,0,0,76.2,0,46,37.9,37.9,0,82.6,425.9,314.9,182,76.6,22,54.7,42.8,46.7,45.4,3.1,68.9,44.7,27.6,0,8.2,0,1.6,1.9,1.8,0.8,0,3,1.4,15.4,20,0.5,1.4,0,0,0,7.3,70.4,488.1
20240113,3261.9,2630.2,419.8,14.07,326.178,235.414,0,0,0,0,94.9,94.5,75.9,0,76.3,32,32.6,33.1,0,0,0,33.2,33.7,36,37,0,0,0,0,0,76.2,0,60.8,42.8,42.3,0,67.3,434.1,318.1,207.9,82.4,22.1,92,48.9,47.2,0,0,68.9,49.2,27.5,0,9.1,4.9,7.6,2.9,2.8,1.5,3.9,2.6,1.3,44.2,80.9,5.9,1.4,2.1,3.9,0,19.2,125.4,0
20240114,3082.7,2611.7,403.2,14.73,317.081,228.849,0,0,0,0,94.8,94.5,75.9,0,76.3,41.7,42.2,42.8,0,0,0,43.1,43.5,43.4,44.9,0,0,0,0,0,76.2,0,60.2,47.4,47.4,0,67.6,462.9,309.1,205.9,98.8,22.2,89.1,47.7,0,47.1,0,50.4,92.2,27.7,0,9.2,3.8,3.6,3,2.8,1.5,0,2.7,1.3,44.2,63.7,0.5,1.4,1,2.5,0,18.2,30.5,0
20240115,3602.1,2898.7,506.2,19.5,348.059,251.206,0,0,0,0,94.9,94.4,75.9,0,76.3,26,26.2,27.5,0,0,0,26.5,26.4,35.4,41.9,0,0,0,0,0,76,0,46,37.3,42.8,0,103.2,489.1,298.8,195.7,82.9,22.1,87.2,44.2,47.1,46.1,51.3,88.1,90.7,27.6,0,8.4,3.1,4,3.1,2.8,1.5,3.9,1.4,0.7,15.9,47.3,0.5,1.4,0,1.7,0,17.4,190,135.4
20240116,3393.7,2919.5,479.1,16.71,355.143,256.319,0,0,0,0,94.8,94.5,75.9,0,76.4,37.2,37.3,38.8,0,0,0,38.2,38.3,43,43.5,0,0,0,0,0,76.1,0,57.5,37.9,42.8,9.4,101.2,487.6,297.3,205.3,86,22.1,89,48.8,47.3,46.6,48,119.4,94.9,27.8,0,8.7,3.1,3.2,2,1.9,0.9,3.9,2.4,1.3,29.8,60.4,4.9,1.4,3,0,0,17.6,173.7,0
20240117,3273.1,2975.5,457.8,15.97,360.782,260.389,0,0,0,0,94.8,94.5,75.6,0,76,47.4,46.9,47,0,0,0,47.4,47.6,48,50.6,0,0,0,0,0,75.7,0,60.5,56.1,47.6,0,103.1,494.4,301.2,204.7,98.7,29.2,86.9,45,46.7,47.5,50.8,119.2,95.7,38.1,0,9.1,2.9,4.5,2,1.9,0.8,3.9,3,1.4,39.3,70.4,0.8,1.4,4,4,0,16.8,77.3,0
20240118,3470.7,2974.6,570.6,20.34,363.077,262.045,0,0,0,0,94.8,94.4,75.7,0,76.2,40.2,40.4,38.6,0,0,0,40.6,50.2,45.6,47.1,0,0,0,0,0,75.9,0,60.9,49.2,49.7,57.4,103.5,491.8,328.5,188.6,82.2,22.1,86.3,44.2,46.6,50.7,45.3,119.2,66.2,27.9,0,8.5,3,1.8,2.1,2,0.9,3.9,3,1.4,15,41.9,0.5,1.4,0,1.5,0,14.9,59.8,140.5
20240119,3873.2,2967.6,684,26.7,359.954,259.792,0,0,0,0,94.8,94.5,75.6,0,76,23,23.7,25.3,0,0,0,50.1,28.9,28.7,29.3,0,0,0,0,0,76.2,0,0,37.8,37.8,57.3,92,491.9,323.6,169.3,70.3,22.1,58.7,39.1,46.5,25.3,0.8,103.6,39.8,27.8,0,7.8,0,1.7,2.1,2,0.8,0.1,3.5,1.7,15.3,15,0.5,1.4,0,0,0,5.1,163.5,447.7
20240120,3205.4,2709.2,593.6,24.99,334.899,241.709,0,0,0,0,94.8,94.4,75.6,53.2,76,39.6,40.1,41.2,0,0,0,40.8,41.5,40.9,41.1,0,0,0,0,0,76.1,0,0,42.1,41.8,57.4,60.6,455.1,341.9,177.2,64.6,22.1,43.4,37.6,47.1,47.7,45.4,44.7,69,27.7,0,9.1,3.1,1.8,1.6,1.5,0.6,3.9,1.5,0.3,29.6,66.4,2.4,1.4,1.6,3,0.4,18.5,140.5,0
20240121,3203.7,2594,491.4,22.09,313.826,226.5,0,0,0,0,94.9,94.5,75.8,75.2,76.1,22.6,23.3,24.4,0,0,0,23.6,23.7,32.8,33.5,0,0,0,0,0,76.2,0,0,33.5,33.7,57.4,62.2,429.5,300.1,173.3,83.7,22.1,40.5,43.6,0,44.7,45.7,50.5,90.5,27.7,0,9,3.1,1.6,1.9,1.8,0.8,0,0.9,0,29.3,65.7,5.9,1.3,2.5,1.9,0.4,18.3,197.6,0
20240122,3313.3,2932.9,531.9,24.65,350.068,252.657,0,0,0,0,95.1,94.5,75.9,0,76.2,44.1,44.5,45.5,0,0,0,50.9,46,47.2,48,0,0,0,0,0,76.1,0,0,49.6,49.6,57.4,93.1,455.7,305.9,193.2,69.6,22,88.8,44.4,47.8,44.3,45.3,119.4,88.4,28.1,0,8.9,4.5,5.8,3,2.8,1.5,3.9,1.2,0.2,29.3,50.8,5.4,1.3,2.5,3.5,0.4,25,185.9,0
20240123,3313.9,3007.3,666.5,31.06,366.393,264.439,0,0,0,0,94.9,94.5,75.5,0,76,50.6,51.9,51.9,0,0,0,52.9,53.4,49.2,50.5,0,0,0,0,0,76.2,0,0,57.2,56.9,57.3,87.6,491.8,305.1,156.1,83.5,31.1,89.9,48.9,48,53.6,57.4,119.4,98,28,0,8.8,3.6,12.6,2.5,2.4,1.2,3.9,0.6,0,14.9,50.8,4.9,1.6,4,4,0.4,19.3,194.6,0
20240124,3298.9,3007.5,464.3,20.44,368.585,266.022,0,0,0,0,94.8,94.5,75.7,0,76.1,51,51.9,52.5,0,0,0,52.9,53.1,39.5,38.6,0,0,0,0,0,76.1,0,0,57.3,57,57.3,84.5,486.3,307.2,159.4,84.1,28.9,92,49.4,47.5,54,56.7,119.4,98.1,27.7,0,9.1,3,10,2.8,2.6,1.4,3.9,1.8,0.9,30.5,67.9,1.6,1.6,4.2,4.1,0,22.7,180.2,0
20240125,3345.5,3031.6,377.1,16.08,372.415,268.785,0,0,0,0,94.8,94.5,75.5,0,75.9,51,51.8,52.3,0,0,0,52.4,50.6,49.7,50.4,0,0,0,0,0,76.2,0,0,57.2,50.3,57.3,83.4,465.2,348,156.6,84.2,32.8,92,50.3,48.2,54.1,56.7,119.4,98.1,37.6,0,8.9,3,1.7,1.6,1.6,0.6,3.9,0.9,0,29,62,3.9,0.4,0,4,0.3,25.6,179.9,0
20240126,3409.1,2904.8,531.8,22.21,363.306,262.211,0,0,0,0,94.8,94.5,75.8,76.2,76.2,31.8,32.4,33.6,0,0,0,50.4,33.8,40.9,33.8,0,0,0,0,0,76.2,0,0,47.7,47.2,57.3,87.7,492.6,305.6,185.6,86.9,22,88.6,46.4,48.3,45,49.2,68.9,94.7,27.6,0,8.9,3.1,2.9,1.6,1.6,0.6,3.9,0.6,0,29.3,65.8,2.9,1.4,2.3,3.4,0.4,24.2,157.4,0
20240127,3180.3,2757.3,481.5,19.53,340.915,246.05,0,0,0,0,94.9,94.5,75.8,76.2,76.1,37.3,37.4,38.6,0,0,0,38.1,39.1,42.8,43.6,0,0,0,0,0,76,0,0,57.1,56.9,57.3,61.7,341.4,303.6,188.5,98.4,22.1,44.6,47.4,48.3,45.8,46.5,119.4,95.2,27.6,0,9.3,3.1,1.8,1.9,1.8,0.7,3.9,0.4,0,15.9,52.1,0.5,1.4,0,2.3,0.6,22.4,161.8,0.1
20240128,3118.6,2718.2,407.5,15.98,324.008,233.848,0,0,0,0,95,94.5,75.9,76.4,76.2,37.3,37.4,38.3,0,0,0,38.2,38.6,37.7,38.6,0,0,0,0,0,76.2,0,61,57.1,36,57.3,81.5,301.2,297.2,188.1,98.8,22.1,0,49.3,0,53.9,56.1,50.4,99.7,27.6,0,9.3,4.5,5.6,1.9,1.8,0.8,3.9,1.2,0.1,64.9,77.9,4.6,1.4,3.7,1.5,0.4,25.7,173.8,0
20240129,3255.9,2900.9,421.1,16.28,352.382,254.326,0,0,0,0,95,94.4,75.8,66.4,76.1,46.6,47.1,47.4,0,0,0,48.1,48.5,47.5,48.4,0,0,0,0,0,75.9,0,61,57.2,56.9,57.3,88.7,284.7,316.5,169.8,81.6,22.1,92,43.2,47.8,53.4,55.2,119.2,98.4,27.8,3,9.3,3,4.8,1.9,1.8,0.8,3.9,2.1,1.1,29.2,64.9,0.5,0,0,2.6,0,25.1,157.9,0.4
20240130,3479.3,2951.1,556.6,19.77,359.851,259.717,0,0,0,0,94.8,94.4,75.6,76.1,75.9,40.2,39.9,41.5,0,0,0,41.1,41.5,40.4,48.8,0,0,0,0,0,76.2,0,61.1,50.9,50.9,57.3,84.4,313.8,339.9,169.2,106,22.2,80.3,40.4,47.6,52.7,45.3,115,93.3,75.7,0,9.7,2.9,2.4,1.9,1.8,0.7,3.9,1.4,0.8,15.1,27.8,0.5,1.4,1,0.9,0,21.3,50.6,186.1
20240131,3420.5,2983.1,435,15.26,362.233,261.436,0,0,0,0,94.7,94.4,75.6,76.3,76.2,43.9,44.3,43,0,0,0,43,44,42,43.4,0,0,0,0,0,76.1,0,61.1,57.3,56.9,57.3,81.6,321.9,346.9,192.4,114.2,29.3,87.2,46.1,46.6,46.9,47.4,119.2,96,29.1,0,9.3,3.2,4.8,3.3,3,1.6,0,3.6,1.7,31.8,26.5,1,1.4,0.5,0.8,0,15.8,17.9,193.1
20240201,3498.9,2975.3,523.6,17.6,354.82,268.937,0,0,0,0,95,94.3,75.6,76.1,76,51,47.1,45.8,0,0,0,48.9,49.2,47.1,47.8,0,0,0,0,0,76.2,0,61.1,51.4,51.1,57.3,88.7,293.8,377.8,168.5,114.1,37.4,88.6,46.9,46.6,44.3,52.9,115,93.1,28.7,0,9.7,3.9,6.8,3.1,2.8,1.5,2.6,3.1,1.4,15,30.6,0.5,1.4,0,0.8,0,20.4,1,198.4
20240202,3611.8,2941.3,670.5,22.8,353.157,267.677,0,0,0,0,95,94.3,75.7,76.2,76,32.4,32.3,33.7,0,0,0,33.6,34.2,33.1,50,0,0,0,0,0,76.2,0,61.2,52.4,52.4,57.4,86.3,284.6,369.6,146.3,88.9,22,81.2,45.2,47.8,43.6,54.2,106.7,88.9,27.8,0,9.9,3.8,4.1,2.6,2.5,1.3,3.9,2.9,1.4,29,17.4,0.5,1.4,0,1.5,0,21.1,202,143
20240203,3168.4,2729.9,438.5,16.07,331.531,251.286,0,0,0,0,95,94.4,75.7,76.3,76.1,46.9,46.8,46.2,3.4,0,0,37.1,37.5,46.1,0,0,0,0,0,0,76.2,0,61.1,46.8,46.7,57.3,59,281.8,377.9,177.8,114.2,22.1,44.5,48.4,0,49.8,49.6,119.2,100.9,27.7,0,10,3.4,4.5,1.8,1.7,0.8,0,3,1.5,36.2,85.9,5.9,1.3,2.5,2.7,0,22.8,71.9,0.5
20240204,3012.1,2685.2,326.9,12.17,318.374,241.313,0,0,0,0,94.9,94.3,75.7,76.2,76,50.8,51.6,52.1,0,0,0,52.7,53.4,48.6,0,0,0,0,0,0,76.1,0,60.1,57.2,56.9,57.3,55.9,304.8,384.9,174.5,113.3,41.8,43.9,48.5,0,53.2,54.7,50.3,48.6,27.7,0,10.1,3,3.9,4.1,2.9,0.9,0,3.7,1.8,47.3,66.8,1,1.3,0,2.8,0,18.9,45.2,0.6
20240205,3569.8,2897.4,672.4,23.21,342.415,259.535,0,0,0,0,94.8,94.3,75.7,76.2,76.1,32.8,32.3,33.6,0,0,0,32.8,33.3,33.3,0,0,0,0,0,0,76.1,0,61.1,47.5,47.1,57.3,79.6,331,370.7,161.6,97.6,22.1,88.8,39,47.8,52.7,45.3,119.3,89,27.8,0,9.2,3,1.1,1.9,1.7,0.9,3.9,3.9,1.9,10.7,14.3,0.5,1.3,0,0,0,20.8,192.5,125.1
20240206,3671.3,2832.2,839.1,29.63,341.623,258.935,0,0,0,0,95,94.4,75.9,76.3,76.2,0,29.4,31.1,0,0,0,30.4,30.9,32.8,0,0,0,0,0,0,76.2,0,61.2,46.5,46.2,57.3,64.3,339.9,368.9,172.2,106.9,22,42.5,0,47.9,52.8,48.9,68.9,47.9,28,0,8.4,0,3.5,1.3,0.7,0.7,0,3.7,1.7,0.1,0,0.5,1.3,0,0,0,11.8,130.1,430.2
20240207,3643.8,2686.5,957.3,35.63,325.371,246.616,0,0,0,0,95,94.4,75.7,76.2,76.1,0,32.2,32.8,0,0,0,33.2,33.9,33,0,0,0,0,0,0,76,0,61.1,47.6,47.1,0,64.2,336.8,365.9,154,96.5,22,42.5,43,47.9,25.9,0,49.7,0,28,0,8.3,0,1.8,3.7,3.1,1.7,0,3,1.5,0,0,0.5,1.3,0,0,0,11.1,180.6,405.6
20240208,2910.9,2421.4,489.5,20.22,297.774,225.699,0,0,0,0,95,94.5,76,76.3,76.1,0,37.1,38.6,0,0,0,37.9,38.4,37.7,0,0,0,0,0,0,76.2,0,60.7,52.6,52.4,0,55.7,0,389,151.8,94.1,22.1,79.3,39,48.2,44.2,45.3,106.8,92.5,28.1,0,9,3.1,1.2,1.7,1.6,0.7,0,0.9,0.6,29.1,65,0.5,1.3,3,4,0,16.4,206.8,1
20240209,2736.1,2305.5,430.6,18.68,280.618,212.696,0,0,0,0,95,94.4,76,76.4,76.2,0,31.2,31,0,0,0,31.3,31.5,34.8,0,0,0,0,0,0,76.2,0,57.1,52.4,52.4,0,50.5,0,385.5,165.1,113.4,22.2,87.2,49.4,48.1,0,0,49.5,71,27.7,0,9.1,6,10.9,2.4,2.4,1.4,0,2.7,1.3,32.4,67.2,3.9,2.7,3.3,3.8,0,16.6,190.4,35.7
20240210,2642.2,2276,366.2,16.09,270.012,204.657,0,0,0,0,95,94.5,75.9,76.3,76.2,0,37.1,38.2,0,0,0,38.1,38.6,28.2,0,0,0,0,0,0,76.2,0,55.3,57.2,27.3,0,48.6,21.4,340.2,160.1,80.1,22.2,90.9,49.8,47.8,0,0,50.4,104,27.6,0,8.9,3.2,4.9,2.7,2.5,1.3,0,2.9,1.6,64.4,94.9,3.9,1.9,1.8,4,0,12.1,170.2,0
20240211,2792.2,2234.6,557.6,24.95,265.887,201.531,0,0,0,0,94.8,94.4,66.7,67,66.9,0,37.7,38.7,0,0,0,36,36.4,35.4,0,0,0,0,0,0,66.5,0,57.4,52.6,26.8,0,49.9,169.5,268.2,130.7,114.3,22.1,45.3,48.8,47.9,0,0,0,104.4,27.6,0,9,5.3,6.6,2.7,2.5,1.3,0,2,1.2,68.6,108.1,3.9,1.7,2,4,0,12.3,171.7,0
20240212,2636.4,2291.2,345.2,15.06,271.149,205.519,0,0,0,0,94.9,94.4,75.8,76.2,75.9,0,50,51.5,0,0,0,49.4,50.5,44.8,0,0,0,0,0,0,76.2,0,57.2,51.7,51.5,6.7,49.9,361.7,291.6,123.2,98.8,28.3,0,48.8,48.2,0,0,0,94.2,27.8,0,9,3.1,2.2,1.9,1.8,0.7,0.3,3.9,1.9,31.2,81.3,1.9,1.6,1.5,0,0,12.2,20.4,0
20240213,2757.9,2364.9,393,16.62,279.302,211.698,0,0,0,0,94.9,94.4,75.7,76.2,76,0,37.2,0,0,0,0,38.8,39.7,31.7,0,0,0,0,0,0,76,0,57.3,52.3,52.2,57.3,48.4,460.2,286.6,159.3,95.3,22.1,0,42.9,48,0,0,0,90.3,28,0,9.1,3.9,3.1,1.7,1.6,0.6,3.8,2.7,1.4,43.4,80.3,1.9,1.2,3,3.8,0,13.1,5.8,0
20240214,2886.5,2464.8,421.7,17.11,289.874,219.711,0,0,0,0,94.8,94.4,75.8,76.2,76.1,6.7,37.2,51.7,0,0,0,38.2,38.7,37.7,0,0,0,0,0,0,76.2,0,57.3,47.6,47.4,57.3,48.3,455.9,321.8,177.8,114.3,22.1,0,46.5,47.7,0,0,0,91.9,28,0,8.8,4.2,6,1.6,1.5,0.5,3.8,3.3,1.6,43.5,65.3,3.4,1.6,2.1,3.3,0,15.3,5.3,0
20240215,3662.5,2826.4,836.1,29.58,326.951,247.814,0,0,0,0,94.9,94.4,75.7,76.1,75.9,32,31,48.7,0,0,0,32.5,32.2,35.3,0,0,0,0,0,0,76,0,59.6,47.3,47.1,57.3,71.3,424.8,309.3,149.8,96.6,22.1,47.6,15.7,46.6,0,0,0,4.1,27.7,0,7.4,0,1.2,2.3,2.2,1,0.8,3.2,1.6,14.9,0.7,0.5,1.6,1.1,0,0,14.2,19.5,586.1
20240216,3448.6,2802.4,646.2,23.06,336.417,254.989,0,0,0,0,94.8,94.4,75.8,76.4,76.2,31.6,30.8,30.5,0,0,0,27.6,28.9,29.9,0,0,0,0,0,0,76,0,50.7,42.6,42.3,57.3,81.3,331.9,356.1,158.2,97.7,22.1,80.2,39.1,48,0,45.2,0,89.2,27.8,0,8.1,3.1,3.5,4,3.2,1.9,3.9,3.7,1.8,21.4,37.5,0.5,1.5,1,0,0,21.1,201.2,209.6
20240217,3031.8,2771.4,260.4,9.4,334.995,253.911,0,0,0,0,94.9,94.5,75.9,76.3,76.2,44.1,45.6,45,0,0,0,46.7,47.1,47.4,0,0,0,0,0,0,76.2,0,61.1,57.3,57,57.3,53,342.5,364.1,172.8,107.2,22.3,89.2,47.1,47.6,0,48.9,48.5,97.5,27.9,0,8.8,9.8,20.1,9.5,9.5,6.2,3.9,3.6,1.9,49.6,87.7,4.9,1.5,3,0,0,24.9,7.5,1.5
20240218,3035.5,2635.4,400.1,15.18,313.459,237.587,0,0,0,0,94.7,94.4,75.9,76.3,76.1,40.2,40.4,39.2,0,0,0,37.3,37.7,39.9,0,0,0,0,0,0,75.8,1.5,58.8,55.1,56.9,57.3,51.2,349.5,363,160,112.6,22.1,85.2,43.3,41.9,0,46.2,51.7,90.9,28,0,8.8,7.8,15.5,10.1,9.8,6.4,0,3.6,1.7,29.4,62,0.5,1.5,1,0,0,23.5,12.1,1.4
20240219,3797.7,3057,740.7,24.23,350.647,265.775,0,0,0,0,94.7,94.4,75.6,76.1,76,43.2,50.8,46.4,0,0,0,47,47.5,37,33.2,0,0,0,0,0,76.2,42.7,60.8,57.1,56.9,57.3,75.5,315.7,351.8,146.3,79.6,22.1,80.5,43,45.6,0,21.6,91.1,52,27.5,0,8,3,2.2,1.9,1.9,0.7,3.9,3.8,1.8,10,5.5,0.5,1.4,0,0,0,15.3,111.3,412.9
20240220,3683,3129.2,553.8,17.7,365.531,277.056,0,0,0,0,94.8,94.4,75.8,76.3,76.1,43.9,45,50.6,0,0,0,45.9,46.7,45,43.4,0,0,0,0,0,21.7,60.3,60.9,57.2,56.9,57.3,71.1,361.2,361.8,161.2,95.2,24.3,92,46.8,45.8,0,3.1,98.6,48.7,27.6,0,8.6,3.1,3.2,2,1.9,0.8,2,3.6,1.6,16,31.3,0.5,1.4,0,0,0,13.9,62.2,463.4
20240221,3790.2,3144.4,645.8,20.54,366.412,277.724,0,0,0,0,94.8,94.5,75.9,76.4,76.1,35.8,36.4,36.9,0,0,0,36.8,37.6,36.3,38.2,0,0,0,0,0,75.4,60.4,60.8,54.6,57,57.3,73.1,342,364.7,161.1,97,22.2,88.6,0,46,0,0,98.6,46.1,27.8,0,8.4,3.1,2.9,2,1.9,0.8,2.1,3.3,1.4,0,0,0.5,1.4,0.6,0,0,13.2,77.3,634.5
20240222,3799.9,3096.1,703.8,22.73,363.053,275.177,0,0,0,0,94.9,94.5,75.7,76.1,76,37.4,37.4,38,0,0,0,38.1,41,38.6,38.6,0,0,0,0,0,76.2,0,60.8,57.2,42.5,57.3,60.7,341.4,360.2,148.2,91.1,22.1,83,42.8,47.3,0,25.9,97.9,0,28,0,8.5,3,1.7,2,1.9,0.7,0,3.9,1.9,0,0,0,1.3,0,0,0,11.4,142.5,612.7
20240223,3490.1,2970.1,520,17.51,352.218,266.965,0,0,0,0,95,94.6,75.9,76.3,76,23.2,23.9,24.6,0,0,0,24.2,40.5,38.2,29.3,0,0,0,0,0,76.2,51.3,51.1,57.1,42.8,57.3,70.9,353.3,301.2,146.7,88.1,22,3.8,0,47.9,0,0,48.7,0,13.8,0,9.3,0,1.1,2,1.8,0.7,3.9,4,1.9,14.5,18.2,0.5,1.3,0,0,0,15.1,212.4,606.4
20240224,3062.4,2664.1,398.3,14.95,325.438,246.668,0,0,0,0,95,94.5,75.8,76.3,76,40,40.5,42.1,0,0,0,43.4,54.8,45.4,45.8,0,0,0,0,0,31,60.2,61,47.4,47.4,57.3,52.3,382,275.4,148.9,100.9,22,44.1,42.4,0,0,47.1,96.3,0,13.8,0,9.1,6.9,12.1,8.7,8.6,6.1,0,4,1.8,28.9,66.1,3.9,1.3,4,1.8,0,22.5,180.7,1.8
