日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20241112,3688.4,3305.5,382.9,11.58,388.511,324.845,0,0,0,0,0,0,75.6,76,0,50.4,51.5,47.6,50.7,52.7,53.3,0,0,0,51.3,0,0,0,0,21,76,57.1,60.6,52.1,0,57.3,75.9,513.1,284.5,221.2,112.6,54.1,91.5,46.8,46,50.5,51.8,119,48.9,75.9,0,13.5,4,11.1,8,7.5,6.2,2,1.8,0.4,15.6,35.7,0,0,5.2,1.8,0.5,7.8,245.9,266.3
20241113,3995.3,3407.4,587.9,17.25,393.769,329.241,0,0,0,0,0,0,75.5,76,0,42.1,42.5,42.8,42.3,42.5,44,0,0,0,43.2,0,0,0,0,75.9,76,57.3,60.6,52.1,0,57.3,66.1,538.2,267.9,205,109.5,22.4,85.6,0,45.7,45.2,46.5,107.2,149.3,57.7,0,8.5,3.6,5.9,5.1,5.8,4.8,2,1.6,0.3,4.7,8.1,0,0,2.5,1.8,0.1,15.5,188.5,527.3
20241114,3769.8,3424.7,345.1,10.08,397.982,332.763,0,0,0,0,0,0,75.4,76.3,0,50.7,51.5,50.7,51.1,52.6,53.5,0,0,0,49.8,0,0,0,0,75.4,76,56.2,60.7,54.1,0,57.3,123.9,498.4,280.6,219.7,112.9,54.5,90.7,45.8,45.4,50.6,52.1,117.5,146,50,0,9.9,9.9,18.7,10.5,6.3,5,2,4.3,1.4,3.9,20.2,0,0,3,1.8,0.4,15.5,15.1,486.3
20241115,3714.6,3426.1,288.5,8.42,397.751,332.571,0,0,0,0,0,0,75.6,76.3,0,51,51.6,51.4,51,52.6,53.4,0,0,0,50,0,0,0,0,76,76,56,59.7,54.1,0,57.4,128.7,484.4,281.4,221.1,112.9,54.6,88.8,46.7,44.8,48.8,48.9,117.8,146,81.9,0,9.6,5.1,11.5,13.4,10.3,7.8,2,1.1,0.2,18,32.8,0,0,4,1.7,0.2,15.3,99.8,347.8
20241116,3366.2,2953.4,412.8,13.98,365.803,305.857,0,0,0,0,0,0,75.6,76.2,0,46,46.2,45.3,44.2,47.3,47.9,0,0,0,47.6,0,0,0,0,75.6,75.7,55.4,58.7,52.1,0,57.3,41.9,427.3,270.5,217.2,109.4,27.4,88.9,47.1,46.4,47.1,47.2,49.3,147.3,28,0,9,0,0,1.4,2.2,2.1,0,4,1,45.3,62.6,0,0,4,7.8,0,23.2,274.5,3.9
20241117,3260.9,2846.7,414.2,14.55,345.558,288.93,0,0,0,0,0,0,75.5,76.1,0,45.4,45.9,47,46.2,47.6,48.2,0,0,0,49.2,0,0,0,0,75.7,75.7,0,57.8,52.3,0,57.2,42.4,427.4,270.7,210.7,112.9,54.7,44,45.9,47,45.1,45.8,49.7,142.6,28,0,9,0.4,0.7,1.4,2.2,1.9,0,3.9,2,29.6,61.6,0,0,6.1,7.4,0,20.1,275.8,0
20241118,3599.9,3162,437.9,13.85,367.454,307.239,0,0,0,0,0,0,75.6,76.4,0,50.9,51.6,51.4,51.1,52.6,53.4,0,0,0,50.7,0,0,0,0,76,76,0,57.8,52.1,0,57.4,71,417.6,280.7,206.3,112.5,54.6,49.7,48.2,47.5,50.8,51.7,69.6,146.6,30.5,0,8.3,8.9,22.7,0.7,1.8,0,2,4.2,2,40.6,35.6,0,0,2.8,3.3,0.3,18.7,173.5,327
20241119,3731,3149.8,581.2,18.45,371.138,310.319,0,0,0,0,0,0,75.5,76.1,0,40.6,40.9,41.9,42.1,42.7,43.4,0,0,0,43.7,0,0,0,0,76,76,60,59.2,52.1,0,57.3,68.7,419.5,276.9,176.7,103.3,54.6,66.6,44.5,47.8,45.6,46.1,119.1,93.4,28,0,7.8,0,1,0,3,2.9,2,2.8,1.1,10.8,14.6,0,0,2,1.8,0.2,16.1,254.1,371.9
20241120,3788.8,3146.1,642.7,20.43,371.937,310.986,0,0,0,0,0,0,75.5,76.2,0,47.5,29.6,29.9,29.9,30.8,31.3,0,0,0,31.6,0,0,0,0,75.8,75.7,60.1,58.6,41.5,0,57.3,77.1,433.4,276.3,209.1,110.4,44.9,87.1,44.4,0,24.9,25.7,113.4,91.1,28,0,7.7,1.9,4.4,2.9,2.6,2.3,0.4,4.3,1.6,13.8,15.3,0,0,2.8,1.7,0,17.6,272.5,425.7
20241121,3875.6,3111.2,764.4,24.57,370.753,309.996,0,0,0,0,0,0,75.6,76.1,0,22,23.5,24,23.7,22.9,23.9,0,0,0,29.7,0,0,0,0,54.7,75.8,60.1,58.8,42.3,0,57.3,75.8,395.3,277.8,207.6,111,26.4,91.4,45.1,0,0,51.7,114,96.8,28.2,0,8.5,4.3,7.8,4.4,4.6,4.1,0.4,5.7,2,0.1,22.5,0,0,2.8,1.8,0.4,17.5,271.7,552.8
20241122,3962.7,3096.2,866.5,27.99,366.065,306.077,0,0,0,0,0,0,75.6,76.2,0,22.5,23.5,24.1,23.5,23.2,23.9,0,0,0,29.4,0,0,0,0,65.8,76,60.1,59.2,44.2,0,57.2,84.8,394.5,276.4,201.8,112.5,54.6,92,0,3.3,0,46.7,40.4,99.5,28.2,0,8.3,0.6,3.4,3.2,3.8,3.3,0,1.5,0.3,12.5,14.9,0,0,1.5,0.9,0.2,17.7,272.3,597.4
20241123,3371.3,2769.4,601.9,21.73,338.427,282.968,0,0,0,0,0,0,75.5,76.3,0,22.6,23.5,23.9,23.4,22.9,23.5,0,0,0,28.9,0,0,0,0,76,75.9,60.1,59.2,42.3,0,57.3,49.6,421.4,274.5,205.2,108.8,22.5,44.4,0,41.9,47.9,53.2,119.2,132.9,27.9,0,8.5,6.7,11.8,7.4,7.6,6.3,2,2.3,0.8,33.3,68.1,0,0,2.3,2.9,0.3,21.9,259.7,2.7
20241124,3229.8,2711,518.8,19.14,324.524,271.344,0,0,0,0,0,0,75.5,76.3,0,36.4,36.4,37.2,36.2,37,37.7,0,0,0,38.1,0,0,0,0,76,76,56.6,57.4,51.6,0,57.3,50.8,374.2,270.7,194.7,112.6,54.7,45.9,47.9,41.9,0,52.9,15.3,131.3,27.8,0,8.5,9.3,14.5,7.1,7.4,6,2,1.5,0.4,29.8,58.7,0,0,1.8,7.9,0.3,26.3,250.5,0
20241125,3856.3,3127.4,728.9,23.31,362.612,303.19,0,0,0,0,0,0,75.8,76.4,0,23,23.6,23.9,23.5,23.5,23.5,0,0,0,30.1,0,0,0,0,76,76,60.2,59.2,42.3,0,57.2,82.6,431.3,273.3,217.6,109.8,46.3,89.5,46.8,46.4,47.5,52.9,51.1,131.9,27.7,0,7.9,2.2,2,3.2,3.6,3.1,0,2.2,0.7,14.1,39.8,0,0,1.8,0,0.3,9.3,50.1,594.7
20241126,3968.3,3091.2,877.1,28.37,366.194,306.185,0,0,0,0,0,0,75.4,75.7,0,24.1,38.3,26.8,26.9,27.9,28.5,0,0,0,29.8,0,0,0,0,76,76,60,59.1,42.3,0,57.1,81.2,410.3,180.6,194.8,100.9,22.7,84.8,42.9,48.5,44.4,45.1,95,91.7,28,0,8.2,0,0,1.7,2.6,1.9,0,2.2,0.8,0.1,0,0,0,1,0,0.2,9.1,273.9,639.8
20241127,3959.8,2999.9,959.9,32,356.927,298.437,0,0,0,0,0,0,75.6,76.2,0,24.2,25.1,26,26.3,25.1,26.1,0,0,0,30.1,0,0,0,0,76.2,76,60.1,59.2,37.7,0,57.2,102.2,436.5,184.4,189.5,99.6,26.5,42.1,41.1,48.3,23.3,26.2,96.3,71.7,27.7,0,7.6,3.4,6.9,7.6,4.1,3.1,2,1.7,0.3,15.3,0,0,0,1.3,0,0.2,9.4,282.9,493
20241128,3528.8,2948.5,580.3,19.68,354.879,296.724,0,0,0,0,0,0,75.7,76.2,0,22.5,23,23.9,23.7,23.4,24.5,0,0,0,32.9,0,0,0,0,76.1,76,60.2,55.5,34.7,0,57.2,86.4,443.5,179.9,199.7,103.1,22.4,42.9,0,48.3,0,51.6,50.3,91.9,28.3,0,8.2,0,0,1.7,2.5,2,0,2.8,0.8,0.1,0,0,0,1.5,0,0,9.6,259.9,697.1
20241129,4002.1,2922.8,1079.3,36.93,352.658,294.866,0,0,0,0,0,0,75.7,76.1,0,22.6,22.5,24,23.5,23.4,24.3,0,0,0,30.2,0,0,0,0,76,75.8,60,48.2,39.5,0,57.1,95.6,402.7,185.2,189.1,76.4,22.5,40.2,0,48.3,0,44.7,66.9,91.9,27.9,0,8.2,0,0,1.8,2.6,2,0,3.7,1.5,0,0,0,0,1.2,0,0,9.4,264.9,763.3
20241130,3079.3,2707.4,371.9,13.73,331.464,277.146,0,0,0,0,0,0,75.7,76.2,0,35.8,0,38.4,39.6,36.8,40.8,5.2,0,0,41.9,0,0,0,0,76,76,60.1,57.9,52.1,0,57.2,82.7,451.8,275.1,215.2,112,54.6,42.5,44.6,48.1,48,52.5,68.9,96.1,13.7,0,9.2,13.3,23.2,7.3,7.4,5.9,2,3.5,1.7,33.3,57.5,0,0,1,5.7,0,20.3,66.8,4.5
20241201,2945.6,2655.4,290.2,10.93,315.265,211.844,0,0,0,0,0,0,75.6,76.1,0,47.4,0,46.8,46.2,47.1,48.3,28,0,0,49.7,0,0,0,0,75.9,75.8,56.3,55.5,54,0,57.2,63.3,430.3,274.6,171.2,112.9,54.5,44.7,48.1,0.8,50.3,52.5,48.9,99.4,13.9,0,9.5,10.5,16,7.5,7.6,6,0,4,1.9,55.5,98.3,0,0,2.1,7.9,0,24.1,45.5,0
20241202,3461.1,3026.1,435,14.37,351.416,236.137,0,0,0,0,0,0,75.8,76.3,0,27.3,0,28.6,27.3,28,29,28.5,0,0,50.8,0,0,0,0,76,76,60.1,59.2,49,0,57.3,89.4,430.3,276.3,172.2,112.2,54.6,89.5,33.9,0,48.3,52.4,119.3,150,52.4,0,8.3,6.4,10.9,7.4,6.9,5.6,2,4,1.9,20.4,43.7,0,0,1.9,0.3,0,12,124.5,307.8
20241203,3788.8,3066.3,722.5,23.56,363.303,244.124,0,0,0,0,0,0,75.7,76.2,0,32.8,0,42.2,32.5,33.4,34.1,33.8,0,0,33.4,0,0,0,0,75.8,75.9,60.1,59.2,42.4,0,57.3,66.5,425.7,271.4,124.9,102.1,54.4,84.1,43.5,0,44.3,48.9,119.2,145.4,27.8,0,7.8,3.1,2,1.8,2.5,1.8,2,3.7,1.7,7.6,3.4,0,0,1,0.4,0,7.7,225.5,466.1
20241204,3906.9,3058.7,848.2,27.73,362.127,243.333,0,0,0,0,0,0,75.6,76.3,0,30.5,0,32.1,50.7,31.8,32.6,32,0,0,50.7,0,0,0,0,76,76,60.1,58.3,47.6,0,57.3,91.2,424.6,240.6,122.9,93.3,39.6,83.7,0,47.2,44.8,45.8,109.8,95.6,54.4,0,8.2,2.8,2.1,1.9,2.3,2.1,1.1,4,1.9,0,0,0,0,0,0,0,7.1,298,463.2
20241205,3848.8,3049.6,799.2,26.21,361.835,243.137,0,0,0,0,0,0,75.5,76.2,0,37.5,0,37.8,34.8,38,38.4,52.4,0,0,49,0,0,0,0,75.8,76,60.1,59.3,52.1,0,57.3,95.1,429,239.9,125.3,105.9,47.8,86.8,45.7,47.4,24,45.3,108.6,96,28.2,0,8.2,5.2,7.1,7.4,3.7,2.8,2,4,1.8,15.8,28.7,0,0,1.2,0,0,11.7,270.8,301
20241206,3915.1,3093.6,821.5,26.55,361.252,242.746,0,0,0,0,0,0,75.4,76.1,0,28.4,0,29.3,28.9,28.5,46,44.8,0,0,43,0,0,0,0,76,76,60.2,58.8,42.4,0,57.4,76.9,407.9,232.6,122.3,84.8,22.4,61.1,41.9,46,43.9,42.8,94.5,90.9,28.3,0,8.1,2.5,2,1.8,2.6,1.9,0.4,3.4,2,0,0,0,0,1.1,0,0,7.6,283.1,642.4
20241207,3190.9,2766.9,424,15.32,336.753,226.283,0,0,0,0,0,18.6,75.6,76.4,0,41.9,0,42.7,42.3,44.1,44.3,43.3,0,0,43.5,0,0,0,0,75.8,75.7,56.5,0,52.2,0,57.3,44.8,432.7,258.1,126,108.9,54.4,43.8,46.2,63,48.7,47.3,119.2,47.3,28,0,7.9,3.2,3.1,0.6,1.4,0.9,2,3.5,1.7,32.7,65.1,0,0,1,0,0,19.2,301.5,4.3
20241208,3209.2,2652.1,557.1,21.01,317.07,213.057,0,0,0,0,0,58.5,75.8,76.5,0,28.1,0,28.1,28.4,28.9,28.5,28.7,0,0,29.3,0,0,0,0,75.8,75.8,56.2,0,42.4,0,57.2,45.6,434.5,267.9,126.3,103.8,44.5,44.5,43,0.3,44.9,48.8,119.2,97.1,28.1,0,8,3.2,3,0.6,1.4,1,1.9,3.5,1.7,22.4,82.8,0,0,1,7.9,0,12.1,290.5,0
20241209,3474.4,2956.4,518,17.52,347.895,233.77,0,0,0,0,0,83.7,75.7,76.4,0,35.2,0,34.6,35.6,34.4,35,36.1,0,0,41.2,0,0,0,0,76,76,60.1,61.3,39.1,0,57.3,99.8,416.6,272.9,127.4,110.1,53.4,67.3,48.3,48,47.9,50.1,119.2,96.4,28,0,7.8,7.7,15.5,7.5,7.5,5.8,0,1.1,0.4,27.7,45.4,0,0,1,6.5,0,15.5,229.9,95.7
20241210,3905.6,3023.7,881.9,29.17,359.697,241.701,0,0,0,0,0,89.7,75.7,76.4,0,23.5,0,24.1,23.4,23.4,23.5,23.6,0,0,29.4,0,0,0,0,76,76,60.1,61.3,33.1,0,57.2,76,433.9,264.8,155.7,110.4,22.4,46.3,46.1,47.4,0,51.4,47,94.7,28.3,0,8.1,4,2.6,0.6,1.5,1,0,2.1,0.7,0,0,0,0,1,0,0,7.9,195.1,665.4
20241211,3812.8,3065,747.8,24.4,363.099,243.987,0,0,0,0,0,94.4,75.4,76.2,0,31.7,0,49.8,31.8,32.3,32.9,32.3,0,0,46.7,0,0,0,0,76,76,60.1,61.2,46.1,0,57.4,93.6,429.1,272.6,145.3,97.9,34.9,46.1,42.9,47.5,44.5,46.9,119.2,91.4,13.8,0,8.1,0,0.2,3,1.6,0.9,0,1,0.4,7.4,0,0,0,1,0,0,7.1,169.5,472.2
20241212,3891.9,3021.2,870.7,28.82,359.747,241.735,0,0,0,0,0,94.3,75.7,76.3,0,23.1,0,24.1,23.4,23.6,24.2,23.6,0,0,28.7,0,0,0,0,76,0,60.1,61.4,47,0,57.3,76.7,423.4,273.5,145.2,101.3,22.5,46.8,43.3,63.1,52,48.4,48.3,91.7,14,0,8.6,0,1.2,0.7,1.6,1,0,1.1,0.4,0,0,0,0,1,0,0,8.3,296.9,613.2
20241213,3723.6,3039,684.6,22.53,358.915,241.175,0,0,0,0,0,94.4,75.5,76.2,0,28.7,0,24.1,23.4,23.6,29.8,23.7,0,0,28.5,0,0,0,0,76,0,60.1,61.2,42.4,0,57.3,77,455.8,271.7,144.7,72.6,34.8,46.8,39,63.1,40.3,41.5,95,137.6,13.9,0,8.1,0,1.1,1.3,2,1.5,0,1.8,0.7,8.4,25.2,0,0,1,0,0,6.8,291.6,389.3
20241214,3115.4,2763.5,351.9,12.73,334.148,224.533,0,0,0,0,0,94.4,75.7,76.4,0,32.4,0,32.2,32.1,33.1,0,33.2,0,0,33.8,0,0,0,0,76,0,59.9,61.3,46.4,0,57.2,44.4,402.1,280.4,170.2,89,49.3,47.7,49.3,49.5,0,24.7,119.3,149.4,13.9,0,8.6,7.6,14.8,7.4,7.3,5.7,0,3,1.1,33.9,60.5,0,0,1,2.7,0,17,293.2,3.8
20241215,3043.6,2701.9,341.7,12.65,319.123,214.436,0,0,0,0,0,94.5,75.8,76.4,0,34.5,0,34.7,33.8,34.9,0,34.9,0,0,39,0,0,0,0,76,0,56.2,45.9,42.4,0,57.3,41.2,398.4,280.5,171.4,88.9,54.6,47.6,49.3,42.9,50,24.7,50.3,145.8,13.9,0,8.2,3.3,3,0.9,1.6,1.1,0,3,1.1,43.9,88.8,0,0,1,4,0,11.2,287.1,0
20241216,3204.3,2953.8,250.5,8.48,350.015,235.194,0,0,0,0,0,94.3,75.7,76.3,0,52.5,0,52.2,51.1,52.8,0,52.5,0,0,50.5,0,0,0,0,76,0,60,61.3,52,0,57.2,98.6,403.7,283.7,157.1,89.1,54.5,47.3,47.7,63.1,48.2,47.6,119,154.9,13.9,0.1,8.4,9.5,13.4,7.3,7.3,5.7,0,3,1.2,31.5,61.8,0,0,1,7.8,0,11.1,244,0
20241217,3781.6,2988.5,793.1,26.54,359.471,241.548,0,0,0,0,0,94.4,75.8,76.3,0,25.1,0,24.9,24.8,24.4,0,24.5,0,0,29.2,0,0,0,0,76,0,60,61.2,34.6,0,52.4,87.3,392.8,274.4,144.6,59.8,22.5,46.8,39,63.1,0,43.9,45,136.7,13.9,0,7.7,0,0,0.8,1.5,1.1,0,2.3,0.9,0,0,0,0,1,0,0,7.4,257.7,681.6
20241218,3319.7,2981.7,338,11.34,362.978,243.905,0,0,0,0,0,94.5,75.8,76.3,0,37.5,0,33.8,33.2,33.7,0,33.9,32.8,0,29.5,0,0,0,0,76,0,60,61.2,42.2,0,55.3,89.1,381.6,299.8,144.7,72.5,22.4,47.2,42.9,63,40.3,52.4,38,141.5,13.9,0,8.6,0,0,0.9,1.6,1.1,0,3.3,1.2,0,0,0,0,0,0,0,6.9,277.1,529.5
20241219,3325.3,3014.2,311.1,10.32,365.349,245.499,0,0,0,0,0,94.6,75.7,76.2,0,52,0,51.9,51.4,52.8,0,52.8,53.1,0,50,0,0,0,0,75.8,0,59.9,61.4,42.4,0,56.1,114.3,382.1,311,150.6,89,33.2,47.7,44.6,63,45.2,50.8,116.9,188.7,13.8,0,9.3,6.7,8.6,4.5,7.3,5.8,3.9,3.9,1.5,29.7,59.3,0,0,0,8,0,12.6,246.4,0
20241220,3954.3,2955.2,999.1,33.81,360.546,242.271,0,0,0,0,0,94.6,75.7,76.2,0,27.6,0,29.1,28.5,28.1,0,28.1,29.3,0,29.2,0,0,0,0,75.9,0,60.1,61.3,32.9,0,57.1,92.1,333.1,317.8,144.6,63.2,22.4,48.1,0,63,0,49.1,0,185.6,13.8,0,8.3,0,0,0.9,1.5,0.9,1.9,3.7,1.4,0.1,0,0,0,1,0,0,8.5,267.7,656.9
20241221,3201.6,2794.2,407.4,14.58,340.968,229.116,0,0,0,0,0,94.5,75.7,76.3,0,34.6,0,34.9,34.3,36.9,32.6,37,37.8,0,0,0,0,0,0,74,0,60.1,61.3,42.3,0,57.2,46.7,343.1,308.2,155.3,89.3,22.3,23.9,48.8,63,49.9,52.6,46.1,195.4,13.7,0,8.6,3,3,1.1,1.8,0.9,3.9,3.6,1.2,32.7,63.8,0,0,1,8.1,0,14.3,283.6,0
20241222,3138.9,2756.2,382.7,13.89,325.495,218.718,0,0,0,0,0,94.6,75.8,76.3,0,42.2,0,43,42,43,43.6,43.1,43.3,0,0,0,0,0,0,76,0,55.4,57.5,42.3,0,57.3,43.5,410.6,369.7,152,88.9,22.4,23.9,43,0,45,0,49.6,171.3,13.8,0,9,3.2,4.1,1.1,1.8,0.9,1.9,3.6,1.2,39.3,71.8,0,0,1,5,0,13.2,272.5,0
20241223,3349.8,3013.2,336.6,11.17,355.404,238.816,0,0,0,0,0,94.5,75.7,76.4,0,49.9,0,50.4,49.5,50.8,48.8,51,51,0,0,0,0,0,0,75.7,0,60,61.3,42.4,0,57.3,113.2,411.2,337.7,157.2,85.8,22.5,47.4,47.9,63,49.7,49.3,109.5,197.1,13.8,3.8,8.9,5.5,7.6,1,1.8,1.2,1.9,3.5,1.1,37.6,55.5,0,0,0.2,8,0,8.7,203.2,0
20241224,3393.7,3011.5,382.2,12.69,363.422,244.204,0,0,0,0,0,94.5,75.7,76.2,0,52.6,0,51.2,51,52.3,38,52.7,52.3,0,0,0,0,0,0,75.9,0,60,61.3,42.4,0,57.3,109.2,446.2,276,148,89.2,22.4,67,48.6,63,52.9,54.9,109.9,194.9,13.8,0,8.8,6.3,3.7,7.4,7.4,5.8,1.9,3.8,1.5,15.2,33.2,0,0,2.1,8,0,11,240.9,0
20241225,3462.8,2993.4,469.4,15.68,363.341,244.15,0,0,0,0,0,94.4,75.7,76.2,0,50.5,0,50.2,49.6,52.1,31,51.1,49.9,0,0,0,0,0,0,76,0,60.1,61.2,39,0,57.2,109,460.8,275.4,144.1,61.4,22.4,62.7,20.9,63.1,41.9,54.8,108.3,180.3,13.8,0,8.8,6.4,11.4,7.5,7.5,5.8,1.9,4.9,2,29.7,52.4,0.5,0,0.2,8,0,20.6,265.7,0
20241226,3750,2972.2,777.8,26.17,358.805,241.101,0,0,0,0,0,94.5,75.7,76.3,0,29.8,0,29.8,29.6,28.6,0,29.2,29.7,0,0,0,0,0,0,76,0,60.1,61.2,28,0,47.4,94,432.8,263,131.6,64,22.4,38.9,0,60.9,40.2,26.6,0,188.6,13.8,0,8,0,0,1,1.8,1.1,0,3.9,1.5,0,0,0.5,0,1,0,0,9.1,281.8,608.1
20241227,3569,2967.1,601.9,20.29,355.987,239.207,0,0,0,0,0,94.5,75.7,76.4,0,38.9,0,39.4,38.7,39.3,0,39.1,39.7,0,0,0,0,0,0,76,0,60,57.4,32.6,0,52.3,98.2,446.7,234.2,135.9,80,22.4,66.2,43,63.1,43.7,44.9,64,192.8,13.8,0,8.2,3.4,3.4,1.2,1.8,1.1,0,4,1.5,0.1,32,0,0,1,0,0,7.7,273.9,270.5
20241228,3266,2763.2,502.8,18.2,335.524,225.458,0,0,0,0,0,94.6,75.8,76.4,0,25.1,0,28.3,27.7,25.8,25.9,28.4,29.4,0,0,0,0,0,0,76,0,60,57.4,32.5,0,52.2,48.9,450,268.4,146.3,89.1,27.4,42.5,46.2,63,44.5,45.4,114.8,141.7,13.8,0,8.6,3,2.1,1.2,1.8,1.1,1.9,4.1,1.3,44.5,65,0,0,0,7.9,0,20.7,284.6,0
20241229,3186,2706,480,17.74,320.737,215.522,0,0,0,0,0,94.6,75.7,76.3,0,37.5,0,39.4,38.9,40.1,40.5,39.8,40.6,0,0,0,0,0,0,76,0,56.3,57.4,32.7,0,52.3,45.4,516.7,267.6,144,82.9,39.5,43,45.2,63,45.9,0,113.2,136.4,13.8,0,8.9,4.9,5.9,1.1,1.8,1.1,1.9,5,1.8,30.2,65.4,0,0,0,3.9,0,19.4,150.2,0
20241230,3239.5,2887.7,351.8,12.18,345.852,232.398,0,0,0,0,0,94.5,75.7,76.3,0,51.3,0,51.1,50.2,52,48.5,52.1,52.7,0,0,0,0,0,0,76,0,60,57.4,28.1,0,48.2,95.5,432.8,264.9,145.5,59.7,22.4,40,0,55,0,0,38,137.1,13.8,0,8.5,0,0,1.1,1.8,1.2,0,4.1,1.3,0.1,17.7,0,0,0,0,0,6.7,94.7,558
20241231,3919.1,2876.2,1042.9,36.26,345.315,232.037,0,0,0,0,0,94.6,75.9,76.4,0,46.6,0,42.9,42.3,46.1,48.5,47.1,47.7,0,0,0,0,0,0,76,0,60,57.4,28,0,47.4,97.5,409,268.3,142.5,72.6,22.4,0,0,57,0,0,0,47.1,13.8,0,8,0,0,1.1,1.8,1.2,0,4.1,1.3,0.1,19,0,0,0.5,0,0,7,286.7,557.6
20250101,3106.4,2799.4,307,10.97,327.26,227.276,0,0,0,0,0,94.6,75.8,76.4,0,51.6,0,52.1,51.5,52.9,46.5,52.9,53.3,0,0,0,0,0,0,76,0,54.3,41.6,31,0,57.2,68.8,496.2,279.3,157.1,74.1,54.5,45.9,47.9,63.1,53.1,0,50.3,195.3,13.8,0,8.7,3.2,4.6,1.3,2.6,1.8,1.9,5.1,1.8,21.9,71.5,0,0,0.5,1.7,0,12.1,136.4,0
20250102,3412.1,2961.7,450.4,15.21,350.158,243.179,0,0,0,0,0,94.6,75.8,76.3,0,38.5,0,44.1,32.6,33.1,48.5,28.6,28.6,0,0,0,0,0,0,76,0,60,61.2,28,0,57.1,116.7,497.8,270.5,156.5,85.9,22.4,67.6,46.8,63.1,47.3,0,119.2,194.2,13.8,0,8.4,4.9,4.1,1.4,2.6,1.7,1.9,5.1,1.8,30.8,47.6,0,0,1,8,0,20.5,285.3,0
20250103,3751.5,2964.9,786.6,26.53,352.462,244.779,0,0,0,0,0,94.6,75.9,76.2,0,32.6,0,33.3,32.7,23.9,33.4,24.4,25.3,0,0,0,0,0,0,76,0,60,61.3,28,0,57.2,96.2,474.7,279.1,146.4,39.4,22.4,67.2,0,62.9,50.5,0,110,146.2,13.9,0,7.8,0,2,1.1,1.9,1.3,0.2,5.5,2,0.1,6.3,0,0,0,0,0,8.8,290.2,384.4
20250104,3110.4,2748.2,362.2,13.18,330.88,229.791,0,0,0,0,0,94.6,75.8,76.3,0,45.4,0,45.7,45.2,49.8,48.8,47.8,48.6,0,0,0,0,0,0,76,0,60,61.2,29.7,0,57.1,55.1,384.4,270.4,154,72.8,22.4,43.2,47,0,46.5,0,117.8,191,13.8,0,8.1,6.5,10,7.6,7.5,5.9,1.9,5.5,2,32.3,67.5,0,0,0.5,8,0,20.1,222.7,0
20250105,3125.9,2716,409.9,15.09,317.831,220.728,0,0,0,0,0,94.5,75.6,76.2,0,51.7,0,50,51.1,52.7,48.6,53.1,53.3,0,0,0,0,0,0,76,0,54.4,57.3,33.6,0,57.1,67.5,410.6,271.7,165.8,73.8,54.5,42.5,43,0,44.5,0,48.5,190.3,27.6,0,8.8,0,1.9,1.1,2.1,1.6,1.9,5.4,2,29.6,59.7,0,0,0.5,8,0,12.2,212.2,0
20250106,3452.8,2912.9,539.9,18.54,343.578,238.61,0,0,0,0,0,94.6,75.8,76.4,0,28.9,0,30.5,30.2,23,23.7,23.6,24.4,0,0,0,0,0,0,76,0,59.9,60.7,28,0,57.1,113.7,516.1,273.1,171.3,71,22.4,64.8,41.7,63.1,45.6,0,119.2,182.4,14,0,8.3,3.2,3,1.2,1.8,1.2,1.9,5.2,1.9,50.5,56.8,0,0,0.5,4,0,19.9,285.5,0
20250107,3418.1,2974.8,443.3,14.9,353.441,245.459,0,0,0,0,0,94.6,75.8,76.4,0,30.4,0,31.1,30.9,31.3,31.9,33.1,33.7,0,0,0,0,0,0,75.7,0,59.9,60.8,28,0,57.1,113.3,519.3,271,165.6,73.8,22.4,69.5,48.3,63.1,52.7,0,118,195,13.9,0,8.3,6.4,12,1.2,1.8,1.2,1.9,3.8,1.2,44,57.2,0,0,0.5,1.7,0,19.5,267.9,0
