date,net_peak_capacity_mw,peak_load_mw,reserve_capacity_mw,reserve_margin_pct,industrial_consumption_gwh,residential_consumption_gwh
2025-08-05,46055.0,37807.0,8248.0,21.82,389.655,337.102
2025-08-06,47051.0,38631.0,8420.0,21.8,397.384,343.789
2025-08-07,46935.0,38808.0,8127.0,20.94,401.746,347.562
2025-08-08,47606.0,39105.0,8501.0,21.74,403.215,348.833
2025-08-09,43710.0,35487.0,8223.0,23.17,384.053,332.256
2025-08-10,38246.0,33221.0,5025.0,15.13,367.044,317.541
2025-08-11,48258.0,39163.0,9095.0,23.23,400.453,346.443
2025-08-12,46205.0,39564.0,6641.0,16.79,410.861,355.448
2025-08-13,43689.0,36093.0,7596.0,21.05,384.966,333.046
2025-08-14,45989.0,39113.0,6876.0,17.58,399.527,345.642
2025-08-15,46565.0,39441.0,7124.0,18.06,405.195,350.546
2025-08-16,44116.0,35189.0,8927.0,25.37,382.8,331.172
2025-08-17,36141.0,33447.0,2694.0,8.05,366.784,317.316
2025-08-18,47069.0,39649.0,7420.0,18.71,401.555,347.398
2025-08-19,46946.0,39923.0,7023.0,17.59,408.827,353.688
2025-08-20,46950.0,39858.0,7092.0,17.79,398.128,344.432
2025-08-21,47747.0,38772.0,8975.0,23.15,396.448,342.979
2025-08-22,47467.0,39316.0,8151.0,20.73,405.613,350.908
2025-08-23,46979.0,35125.0,11854.0,33.75,383.268,331.576
2025-08-24,43590.0,33797.0,9793.0,28.98,369.76,319.891
2025-08-25,46939.0,40074.0,6865.0,17.13,405.79,351.061
2025-08-26,47236.0,40271.0,6965.0,17.29,409.541,354.306
2025-08-27,44010.0,38186.0,5824.0,15.25,399.599,345.705
2025-08-28,45472.0,39326.0,6146.0,15.63,406.667,351.82
2025-08-29,46864.0,39725.0,7139.0,17.97,409.345,354.136
2025-08-30,45844.0,35214.0,10630.0,30.19,383.656,331.912
2025-08-31,37046.0,33682.0,3364.0,9.99,365.33,316.058
2025-09-01,44376.0,38192.0,6184.0,16.19,391.289,361.647
2025-09-02,44743.0,38568.0,6175.0,16.01,395.564,365.599
2025-09-03,46328.0,39096.0,7232.0,18.5,396.277,366.258
2025-09-04,46903.0,39314.0,7589.0,19.3,398.363,368.185
2025-09-05,45944.0,39404.0,6540.0,16.6,400.797,370.434
2025-09-06,44852.0,36234.0,8618.0,23.78,384.452,355.328
2025-09-07,43104.0,33633.0,9471.0,28.16,362.409,334.954
2025-09-08,45746.0,39143.0,6603.0,16.87,391.379,361.731
2025-09-09,44827.0,39634.0,5193.0,13.1,403.983,373.38
2025-09-10,44406.0,40730.0,3676.0,9.03,402.517,372.024
2025-09-11,45997.0,39660.0,6337.0,15.98,403.805,373.214
2025-09-12,45791.0,39662.0,6129.0,15.46,401.488,371.074
2025-09-13,43066.0,35175.0,7891.0,22.43,375.452,347.009
2025-09-14,36142.0,33576.0,2566.0,7.64,362.513,335.051
2025-09-15,44529.0,39618.0,4911.0,12.4,396.901,366.833
2025-09-16,43083.0,39714.0,3369.0,8.48,404.805,374.14
2025-09-17,44112.0,39879.0,4233.0,10.61,407.972,377.066
2025-09-18,41381.0,38998.0,2383.0,6.11,402.209,371.739
2025-09-19,43642.0,39495.0,4147.0,10.5,396.334,366.31
2025-09-20,43773.0,35195.0,8578.0,24.37,372.858,344.612
2025-09-21,36246.0,33321.0,2925.0,8.78,359.046,331.847
2025-09-22,44192.0,38519.0,5673.0,14.73,387.952,358.563
2025-09-23,37939.0,35765.0,2174.0,6.08,379.46,350.715
2025-09-24,41153.0,37605.0,3548.0,9.43,385.843,356.613
2025-09-25,45351.0,39097.0,6254.0,16.0,393.721,363.894
2025-09-26,40355.0,37217.0,3138.0,8.43,389.056,359.584
2025-09-27,41524.0,34323.0,7201.0,20.98,368.103,340.217
2025-09-28,34871.0,32670.0,2201.0,6.74,353.98,327.165
2025-09-29,41597.0,33250.0,8347.0,25.1,357.19,330.132
2025-09-30,44595.0,39095.0,5500.0,14.07,394.174,364.313
